"Curve Name","Curve Length (um)","Average Curvature (um-1)","Curvature Std (um-1)","X-Coordinate (um)","Y-Coordinate (um)","Point Curvature (um-1)","Point Curvature Sign","Red Intensity","Green Intensity","Blue Intensity"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","42.39342773787295","50.54426912782214","0.22571226354254756","1","128.0","267.0","267.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","42.37156670906968","50.56862666520454","0.23435244500972863","1","128.0","267.0","267.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","42.35023236492155","50.59276438277157","0.2433421205188314","1","128.0","267.0","267.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","42.32941984526244","50.616684049799815","0.25269377436732965","1","128.0","267.0","267.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","42.30912428992627","50.64038743556584","0.26242001896346784","1","118.0","269.0","269.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","42.2893408387469","50.663876309346236","0.2725335475713953","1","118.0","269.0","269.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","42.27006463155824","50.68715244041755","0.28304708031865156","1","118.0","269.0","269.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","42.25129080819417","50.71021759805639","0.2939733016872868","1","118.0","269.0","269.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","42.23301450848859","50.73307355153931","0.30532479001098467","1","118.0","269.0","269.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","42.21523087227538","50.755722070142895","0.31711393642867813","1","130.0","295.0","295.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","42.19793503938844","50.77816492314372","0.3293528548648082","1","130.0","295.0","295.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","42.181122149661654","50.800403879818354","0.3420532803826898","1","128.0","331.0","331.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","42.16478734292891","50.822440709443384","0.3552264558909716","1","128.0","331.0","331.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","42.14892575902411","50.84427718129538","0.368883007687394","1","128.0","331.0","331.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","42.133532537781136","50.86591506465091","0.38303280676260854","1","128.0","331.0","331.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","42.11860281903388","50.88735612878656","0.39768481780064463","1","131.0","303.0","303.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","42.10413174261624","50.90860214297889","0.41284693434438763","1","131.0","303.0","303.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","42.0901144483621","50.92965487650449","0.42852579973473404","1","131.0","303.0","303.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","42.076546076105345","50.95051609863993","0.44472661447268114","1","129.0","293.0","293.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","42.06342176567988","50.97118757866179","0.4614529295760885","1","129.0","293.0","293.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","42.050736656919575","50.99167108584665","0.47870642656042267","1","140.0","296.0","296.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","42.03848588965834","51.011968389471065","0.4964866850610042","1","140.0","296.0","296.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","42.026664603730055","51.03208125881164","0.5147909386489229","1","140.0","296.0","296.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","42.01526793896862","51.05201146314492","0.5336138208914983","1","140.0","296.0","296.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","42.00429103520791","51.071760771747506","0.5529471034375798","1","140.0","296.0","296.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","41.993729032281834","51.091330953895955","0.5727794284117258","1","140.0","296.0","296.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","41.98357707002427","51.110723778866856","0.5930960385151718","1","135.0","269.0","269.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","41.973830288269106","51.12994101593677","0.6138785082236112","1","135.0","269.0","269.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","41.96448382685025","51.14898443438228","0.6351044804705633","1","135.0","269.0","269.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","41.95553282560158","51.167855803479966","0.6567474130196265","1","129.0","285.0","285.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","41.946972424356986","51.186556892506395","0.6787763410921008","1","129.0","285.0","285.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","41.938797762950365","51.205089470738145","0.7011556613971849","1","129.0","285.0","285.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","41.9310039812156","51.22345530745181","0.7238449439752795","1","135.0","282.0","282.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","41.92358621898659","51.241656171923935","0.7467987796960464","1","135.0","282.0","282.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","41.916539616097225","51.25969383343111","0.7699666697847679","1","135.0","282.0","282.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","41.90985931238138","51.277570061249904","0.7932929650408617","1","135.0","282.0","282.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","41.90354044767295","51.29528662465691","0.816716863780041","1","135.0","282.0","282.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","41.89757816180585","51.312845292928685","0.8401724712493431","1","135.0","282.0","282.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","41.89196759461395","51.33024783534181","0.8635889335017","1","135.0","282.0","282.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","41.88670388593114","51.347496021172866","0.8868906475420957","1","129.0","278.0","278.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","41.88178217559132","51.36459161969842","0.909997552314669","1","129.0","278.0","278.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","41.87719760342838","51.38153640019506","0.9328255070881265","1","129.0","278.0","278.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","41.87294530927619","51.39833213193934","0.9552867569363719","1","129.0","278.0","278.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","41.86902043296867","51.41498058420786","0.9772904864534766","1","129.0","278.0","278.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","41.86541811433969","51.43148352627718","0.998743458428249","1","129.0","278.0","278.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","41.862133493223155","51.44784272742387","1.0195507345228694","1","129.0","278.0","278.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","41.85916170945295","51.46405995692452","1.039616469505227","1","128.0","222.0","222.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","41.85649790286296","51.480136984055704","1.0588447710612008","1","128.0","222.0","222.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","41.854137213287075","51.49607557809399","1.0771406119342941","1","128.0","222.0","222.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","41.8520747805592","51.51187750831596","1.0944107796650673","1","128.0","222.0","222.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","41.85030574451321","51.52754454399819","1.110564850969367","1","128.0","222.0","222.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","41.848825244983004","51.543078454417255","1.125516167451151","1","128.0","222.0","222.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","41.84762842180247","51.55848100884972","1.139182798377376","1","128.0","222.0","222.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","41.84671041480551","51.57375397657218","1.1514884681692759","1","128.0","276.0","276.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","41.84606636382598","51.58889912686118","1.1623634278542243","1","128.0","276.0","276.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","41.84569140869782","51.60391822899332","1.1717452555631664","1","128.0","276.0","276.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","41.845580689254874","51.61881305224517","1.1795795622751761","1","128.0","276.0","276.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","41.84572934533105","51.6335853658933","1.1858205910958537","1","128.0","276.0","276.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","41.846132516760264","51.648236939214314","1.1904316960914278","1","128.0","276.0","276.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","41.846785343376375","51.662769541484735","1.1933856887115488","1","128.0","276.0","276.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","41.84768296501329","51.67718494198119","1.1946650448283598","1","128.0","276.0","276.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","41.84882052150489","51.69148490998022","1.1942619718978993","1","135.0","245.0","245.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","41.850193152685065","51.70567121475842","1.192178332236277","1","135.0","245.0","245.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","41.851795998387715","51.71974562559235","1.188425428141264","1","135.0","245.0","245.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","41.85362419844672","51.733709911758595","1.1830236571943287","1","135.0","245.0","245.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","41.85567289269597","51.74756584253373","1.1760020479196513","1","135.0","245.0","245.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","41.85793722096937","51.761315187194334","1.1673976847780345","1","135.0","245.0","245.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","41.8604123231008","51.77495971501697","1.1572550442643057","1","135.0","245.0","245.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","41.86309333892416","51.78850119527823","1.145625252689769","1","135.0","245.0","245.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","41.86597540827333","51.801941397254666","1.1325652869347633","1","135.0","245.0","245.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","41.8690536709822","51.81528209022288","1.118137133763177","1","133.0","227.0","227.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","41.87232326688467","51.82852504345943","1.1024069280283615","1","133.0","227.0","227.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","41.87577933581462","51.8416720262409","1.0854440824256562","1","133.0","227.0","227.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","41.879417017605945","51.85472480784386","1.067320428873429","1","133.0","227.0","227.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","41.883231452092545","51.86768515754489","1.0481093826908863","1","133.0","227.0","227.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","41.88721777910829","51.88055484462056","1.0278851432044231","1","133.0","227.0","227.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","41.89137113848709","51.89333563834745","1.0067219404308767","1","133.0","227.0","227.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","41.89568667006283","51.90602930800214","0.9846933372483118","1","133.0","227.0","227.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","41.900159513669394","51.9186376228612","0.9618715913143758","1","133.0","227.0","227.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","41.90478480914068","51.9311623522012","0.9383270839603065","1","131.0","336.0","336.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","41.90955769631058","51.94360526529872","0.9141278152862615","1","131.0","336.0","336.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","41.91447331501297","51.955968131430346","0.8893389675561303","1","131.0","336.0","336.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","41.91952680508176","51.96825271987263","0.8640225386449953","1","131.0","336.0","336.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","41.92471330635083","51.98046079990217","0.838237036761973","1","131.0","336.0","336.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","41.93002795865408","51.99259414079553","0.8120372428403542","1","131.0","336.0","336.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","41.93546590182539","52.00465451182929","0.7854740268227698","1","131.0","336.0","336.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","41.94102227569865","52.01664368228002","0.7585942217924472","1","131.0","336.0","336.0"
"CURVE 1","4.699996010828148","0.6788053536770137","0.40974785573043293","41.94669222010776","52.028563421424295","0.7314405444808308","1","131.0","336.0","336.0"
