"Curve Name","Curve Length (um)","Average Curvature (um-1)","Curvature Std (um-1)","X-Coordinate (um)","Y-Coordinate (um)","Point Curvature (um-1)","Point Curvature Sign","Red Intensity","Green Intensity","Blue Intensity"
"CURVE 1","4.340711968186687","0.7214835414494801","0.33862350807561387","27.29617808219178","49.45425205479452","0.12565758079838707","1","450.0","157.0","157.0"
"CURVE 1","4.340711968186687","0.7214835414494801","0.33862350807561387","27.26807833650259","49.437471431687754","0.12924165164334978","1","450.0","157.0","157.0"
"CURVE 1","4.340711968186687","0.7214835414494801","0.33862350807561387","27.24022700179505","49.42099767596101","0.13294051797010367","1","450.0","157.0","157.0"
"CURVE 1","4.340711968186687","0.7214835414494801","0.33862350807561387","27.212622585076662","49.404828950085054","0.13675799585303727","1","450.0","157.0","157.0"
"CURVE 1","4.340711968186687","0.7214835414494801","0.33862350807561387","27.185263593354943","49.38896341653066","0.14069801453309397","1","472.0","163.0","163.0"
"CURVE 1","4.340711968186687","0.7214835414494801","0.33862350807561387","27.15814853363739","49.37339923776861","0.14476461808968807","1","472.0","163.0","163.0"
"CURVE 1","4.340711968186687","0.7214835414494801","0.33862350807561387","27.13127591293152","49.35813457626969","0.14896196639314263","1","472.0","163.0","163.0"
"CURVE 1","4.340711968186687","0.7214835414494801","0.33862350807561387","27.10464423824483","49.34316759450468","0.15329433593477096","1","501.0","168.0","168.0"
"CURVE 1","4.340711968186687","0.7214835414494801","0.33862350807561387","27.078252016584837","49.32849645494434","0.15776612033369186","1","501.0","168.0","168.0"
"CURVE 1","4.340711968186687","0.7214835414494801","0.33862350807561387","27.052097754959046","49.31411932005948","0.1623818307401381","1","503.0","160.0","160.0"
"CURVE 1","4.340711968186687","0.7214835414494801","0.33862350807561387","27.026179960374964","49.30003435232085","0.16714609545794523","1","503.0","160.0","160.0"
"CURVE 1","4.340711968186687","0.7214835414494801","0.33862350807561387","27.000497139840096","49.286239714199226","0.17206365923612912","1","503.0","160.0","160.0"
"CURVE 1","4.340711968186687","0.7214835414494801","0.33862350807561387","26.97504780036195","49.2727335681654","0.17713938251284891","1","503.0","160.0","160.0"
